starttime	endtime	transcriptionid	videoid	Domain	termname	videoname	deptname	deptacronym	CourseNumber	CourseName	SectionName
2019-08-22 08:10:11.978569	2019-08-22 08:10:11.978601	ec28a239-f43c-4fb5-bda0-920395666f51	995a0f85-cc83-4522-9d92-7aa9388d274f	illinois.edu	Fall 2020	Lecture 11 —System Implementation  Inverted Index Construction | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:04:28.673626	2019-08-22 08:04:28.673693	0be0ce0e-3101-4deb-90c8-e34762c20d57	4baa63a6-d12d-41ae-8e72-17d1551620a1	illinois.edu	Fall 2020	Lecture 12 — System Implementation  Fast Search | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:01:01.761928	2019-08-22 08:01:01.761986	faaa4dbf-c3bb-44d1-ac49-b04834a20e2d	617f0e2e-c4bf-49e1-bf7c-619bae2cfb72	illinois.edu	Fall 2020	Lecture 13 — Evaluation of TR Systems | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:02:16.268302	2019-08-22 08:02:16.268351	51a1afdf-e864-49de-a80a-760bda4173a7	bcee47d3-9c41-4ab6-bff9-bc65fc830c44	illinois.edu	Fall 2020	Lecture 14 — Evaluation of TR Systems  Basic Measures | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:03:45.905064	2019-08-22 08:03:45.9051	a09e9c43-a8d0-4347-873b-041c21e3b725	d40864ad-34b0-4605-ae2b-576970812c2b	illinois.edu	Fall 2020	Lecture 15 —Evaluation of TR Systems  Evaluating Ranked Lists -- Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:01:01.934627	2019-08-22 08:01:01.93467	40831a36-c960-4eef-8c60-8ab212b52f8c	bbe08ca9-e3e4-4de4-888f-b692e92b2bca	illinois.edu	Fall 2020	Lecture 16 — Evaluation of TR Systems  Evaluating Ranked Lists -- Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:01:11.862043	2019-08-22 08:01:11.862087	c91df6aa-48b6-4ceb-a12e-f31953378688	76c276f9-76e4-4073-ac8f-54a02775f0f5	illinois.edu	Fall 2020	Lecture 17  —  Evaluation of TR Systems  Multi Level Judgements | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:03:30.082616	2019-08-22 08:03:30.08265	de325d45-7bf3-451f-99c7-8949673e2f5e	ef492c46-2fbc-42db-93cf-325ba6a2ed44	illinois.edu	Fall 2020	Lecture 18 —  Evaluation of TR Systems  Practical Issues | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:02:10.428077	2019-08-22 08:02:10.428139	6cf0ae0d-8ed2-4731-9da3-bcf60af9a356	49c80e2c-42af-49d7-825d-ba5e6d2c77fe	illinois.edu	Fall 2020	Lecture 19  —  Probabilistic Retrieval Model  Basic Idea | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:20:54.058379	2019-08-22 08:20:54.058462	b36805e6-d5d6-4d4c-a58c-7f1a5f6c233c	5c0e9a13-a5ae-4b6e-b30b-d925225341c9	illinois.edu	Fall 2020	Lecture 20 — Statistical Language Models | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:01:55.390534	2019-08-22 08:01:55.390584	8aa65515-aae3-4e5a-bb55-5709b1ea6368	14682708-2562-4773-a817-582c64dac9a0	illinois.edu	Fall 2020	Lecture 21 —  Query Likelihood Retrieval Function | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:07:55.232082	2019-08-22 08:07:55.232128	1be44ca1-c700-426a-a4ea-0710a276278c	107c810e-42f6-4adb-96ed-faf085c6b81a	illinois.edu	Fall 2020	Lecture 22 —  Smoothing of Language Model -- Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:00:40.223357	2019-08-22 08:00:40.223407	6ff3d617-b0b3-4f95-8b77-3aef7d9e0e76	0912fb34-b722-4550-bcbb-eac0c39fd52a	illinois.edu	Fall 2020	Lecture 23 —  Smoothing of Language Model -- Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:05:29.582904	2019-08-22 08:05:29.582959	347e8785-e040-43a6-b198-2dcb12a2ce2a	287cfe34-b9e3-4f88-a3da-00bb139853ff	illinois.edu	Fall 2020	Lecture 24 —  Smoothing Methods -- Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:08:48.517716	2019-08-22 08:08:48.517814	5e5aba04-1aee-4c63-9ca6-f9e1d0390689	f0f8559a-c97e-4430-9a2a-a1e5abca23c7	illinois.edu	Fall 2020	Lecture 25 —  Smoothing Methods -- Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:05:13.472546	2019-08-22 08:05:13.4726	0f2bbdfe-4bb9-4dba-a897-3a64efd8aeae	85665682-2283-4b3f-8cfc-44b8180f3bc3	illinois.edu	Fall 2020	Lecture 26 —  Feedback in Text Retrieval | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:09:02.692745	2019-08-22 08:09:02.69281	cc9d1885-767f-4969-b091-62523657bef7	f58cae12-5d97-4755-a9c0-4ae788d2017c	illinois.edu	Fall 2020	Lecture 27 —  Feedback in Vector Space Model | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:15:05.226747	2019-08-22 08:15:05.226784	dc61d7ef-1929-4c5a-95ac-e2c8d8e8c610	caa6c559-dee3-4fb6-965d-5269b9934672	illinois.edu	Fall 2020	Lecture 28 —  Feedback in Text Retrieval  Feedback in LM | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:06:44.367908	2019-08-22 08:06:44.367954	cec5fcba-eefa-4d09-8c3c-624c7a621e9b	84a561cc-8e34-465e-a9cd-c7b102d6ed94	illinois.edu	Fall 2020	Lecture 29 —  Web Search  Introduction & Web Crawler | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:14:24.868182	2019-08-22 08:14:24.868244	b6f9dd1a-1d38-48b8-8942-d107c9d4d2b7	485ab7f5-7102-4e5b-a999-d543cc57fa43	illinois.edu	Fall 2020	Lecture 30 — Web Indexing | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:06:33.027393	2019-08-22 08:06:33.027437	c2e926e1-eba7-4512-9b8b-594be572e4df	97b38269-865c-4dc3-8f5a-5d666929b9a0	illinois.edu	Fall 2020	Lecture 31 — Link Analysis -- Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:13:58.534836	2019-08-22 08:13:58.534903	675158b2-3979-4126-a098-e4d7a73c11e2	2eb738b5-3881-4584-ada6-cc8c0eb3a8b1	illinois.edu	Fall 2020	Lecture 32 —  Link Analysis -- Part 2  | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 07:58:52.075099	2019-08-22 07:58:52.07511	64839f96-5182-452f-ae9f-1fa3e52fce70	64080124-62ed-40a9-8d53-2595e9e091f3	illinois.edu	Fall 2020	Lecture 33 — Link Analysis -- Part 3  | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:01:49.451011	2019-08-22 08:01:49.451037	3f166a89-1603-4016-909f-cac980864478	5d632f07-cfff-436b-a2d6-cdb7b29b8918	illinois.edu	Fall 2020	Lecture 34 — Learning to Rank -- Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:07:27.746232	2019-08-22 08:07:27.746268	ad71da51-7567-4149-9eef-0139aad79369	e8c1663c-4323-45e4-91a3-9210074575d5	illinois.edu	Fall 2020	Lecture 35 — Learning to Rank -- Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:03:00.645804	2019-08-22 08:03:00.64582	12ec877b-f300-4841-b334-95cc89e3672a	23f003f9-192c-4a29-a333-121b281920b2	illinois.edu	Fall 2020	Lecture 36 — Learning to Rank -- Part 3 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:10:20.315085	2019-08-22 08:10:20.31517	ce32ec54-c313-4bab-8698-300a558c5790	a89ac81f-2ce4-4a0d-85f9-142c9e464319	illinois.edu	Fall 2020	Lecture 37 — Future of Web Search | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:11:47.081239	2019-08-22 08:11:47.081303	99be14e5-691b-4843-8574-4e424e1d8c41	137dd939-c6ac-4f82-9e63-49fd4efc9885	illinois.edu	Fall 2020	Lecture 38 — Recommender Systems  Content based Filtering -- Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:08:51.033826	2019-08-22 08:08:51.033885	7c6ead79-a73f-4c15-ab06-7d76fada8172	ca83ae15-1e86-44d3-809b-6d6fe4897230	illinois.edu	Fall 2020	Lecture 39 — Recommender Systems Content based Filtering -- Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:05:45.202179	2019-10-12 08:23:45.82797	885ba47a-e1d9-452f-a8c2-78533d27a5d0	5aebd59f-d805-46e1-9a4e-9d9fa37a5c89	illinois.edu	Fall 2020	Lecture 40 — Recommender Systems Collaborative Filtering -- Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:10:40.4073	2019-08-22 08:10:40.407346	73582b0c-e010-4f39-891d-0c7837768c71	59c45133-f6fe-4710-8ec6-cf42bb273259	illinois.edu	Fall 2020	Lecture 41 — Recommender Systems  Collaborative Filtering -- Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2019-08-22 08:09:22.790044	2019-08-22 08:09:22.790087	f736ee59-8c2e-495d-93c5-c1385c49a44a	aceff982-5c2f-4f28-95a3-7dfb4fe1f9f5	illinois.edu	Fall 2020	Lecture 43 — Course Summary | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:34:47.356313	2020-12-07 04:48:04.528079	3fa6d76f-2285-4cde-94db-6531698b9c21	81165f29-330d-479b-b634-c51eb394d073	illinois.edu	Fall 2020	Lecture 1 — Natural Language Content Analysis | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 22:59:05.963481	2020-11-28 13:51:49.541179	aca8d826-412b-4134-8d2c-87537fdc4a76	48c298af-6f56-4518-ba92-4af1d2da799b	illinois.edu	Fall 2020	Lecture 2 — Overview Text Mining and Analytics - Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:30:33.585173	2020-11-24 07:06:38.415632	ab2240b1-d836-4dbc-bcca-0a99472355d6	01dcb3fb-83a2-4afd-a08c-4478dcc64948	illinois.edu	Fall 2020	Lecture 2 —Text Access | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:37:19.887522	2020-11-30 15:39:03.43999	de9f09fc-7cf7-40cf-9073-816e9e1a5300	4df5d120-d6dd-4262-a12e-86e06b9b2569	illinois.edu	Fall 2020	Lecture 3 — Text Retrieval Problem | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-03 00:09:42.995714	2020-11-30 15:52:23.606832	eca11e7a-dae2-480b-9c0e-e1ac7a91dd57	56a65c48-27a2-435e-ab5a-9b59ce761eca	illinois.edu	Fall 2020	Lecture 4 — Overview of Text Retrieval Methods | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:12:07.390609	2020-12-06 15:04:39.790452	db1d54dd-bb05-46c0-995b-5f7d5243e3c4	608d3900-6494-4bf0-97d9-0a0853f4ffb5	illinois.edu	Fall 2020	Lecture 5 — Text Representation - Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:27:56.985867	2020-11-27 01:37:56.277808	d1d123ff-d463-4af3-bd67-df56205a7e5c	d8036d19-401e-45e2-b357-b53cbec0ee56	illinois.edu	Fall 2020	Lecture 5 —  Vector Space Model  Basic Idea | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 22:55:42.980857	2020-12-15 01:15:49.037138	2997c717-2552-411d-9dc4-7e648e16bbf0	a38f9e2a-e3db-4b29-9070-56d88bd45465	illinois.edu	Fall 2020	Lecture 6 — Text Representation - Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:33:18.403026	2020-11-28 05:07:41.567793	628ab0a9-bfa9-4be2-96c8-42ecabcf6816	70334a25-c2b8-496e-962e-83c8334df361	illinois.edu	Fall 2020	Lecture 6 —  Vector Space Model  Simplest Instantiation | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:02:18.28311	2020-12-15 01:26:26.484655	0d005f7e-0c3f-465b-b7fe-08f45355e3de	df7b3e94-20b5-4d62-890f-44b5464af1be	illinois.edu	Fall 2020	Lecture 7 — Word Association Mining and Analysis | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-12-02 14:59:52.436753	2021-05-23 18:56:51.846019	acd44eef-f129-496a-adca-4e46d40b0a44	90d9e188-08be-472f-9b2e-428a47104de2	illinois.edu	Fall 2020	Lecture 7  — Vector Space Model  Improved Instantiation | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:03:08.640502	2020-11-24 07:53:10.949629	b9eb5a35-5bad-4cf5-9d94-b0b0c816c8cf	68fe64aa-5af3-46ef-be84-21ca402e4430	illinois.edu	Fall 2020	Lecture 8 — Paradigmatic Relation Discovery - Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:25:50.635111	2020-12-09 20:21:23.487834	c9288ad9-146c-43c5-a84c-95df47b082d0	2d9d1e6d-8a03-44aa-9f34-11409f23f13a	illinois.edu	Fall 2020	Lecture 8 —  TF Transformation | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:06:23.069136	2020-11-24 11:44:53.560566	9a443634-7f2e-4d3a-9ccd-0f1b6604c939	5d5ac9e4-567b-4ce1-a1b2-b4dd5197013c	illinois.edu	Fall 2020	Lecture 9 — Paradigmatic Relation Discovery - Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:32:11.816206	2020-12-20 01:48:43.598344	a93e9263-8950-4d65-a5db-a2114d5774d9	c4b1185b-dcbc-4e4c-b1a9-783249184cf1	illinois.edu	Fall 2020	Lecture  9 — Doc Length Normalization | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:15:52.24159	2021-04-16 03:50:23.080992	2736e0b3-cd3e-4760-b07e-e9aadcc588e2	f991c0fe-81c5-4bcd-a4d5-ac0359b2683f	illinois.edu	Fall 2020	Lecture 10 — Syntagmatic Relation Discovery  Entropy | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:32:47.957275	2020-12-20 02:09:34.931355	4b0bd537-3a1f-4cae-a68f-f2845ecf4f35	615b03ac-a761-4f08-8168-5de3bac8a1ec	illinois.edu	Fall 2020	Lecture 10 —  Implementation of TR Systems | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 22:57:07.459459	2020-12-10 07:12:58.112193	51be74e8-eb10-47c2-a768-b688605de1e0	41473d0d-91ad-4e24-b129-9cf24ef12436	illinois.edu	Fall 2020	Lecture 11 — Syntagmatic Relation Discovery  Conditional Entropy | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:37:56.121625	2020-12-08 01:13:30.792898	1311ce11-68b0-42bf-82a4-17bc5d316e6f	995a0f85-cc83-4522-9d92-7aa9388d274f	illinois.edu	Fall 2020	Lecture 11 —System Implementation  Inverted Index Construction | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:05:13.794002	2020-11-27 23:38:31.634031	9e5a0c5f-ff4a-42a6-b37b-f43628632860	ffbde7b0-d07a-4a67-a647-2f77a7c9e6d1	illinois.edu	Fall 2020	Lecture 12 — Syntagmatic Relation Discovery  Mutual Information - Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:35:56.158167	2020-12-08 01:27:27.271113	83629c6e-4221-4f2e-a108-ff2c58784242	4baa63a6-d12d-41ae-8e72-17d1551620a1	illinois.edu	Fall 2020	Lecture 12 — System Implementation  Fast Search | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:11:30.206971	2021-03-29 11:25:40.141523	44df41bc-04d3-41ca-ac51-dbd22dc98305	aef9082d-d8de-4f6e-a350-17e56a42ceba	illinois.edu	Fall 2020	Lecture 13 — Syntagmatic Relation Discovery  Mutual Information - Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-03 00:14:54.822341	2020-12-17 00:58:03.506699	d7c569a0-95fd-4876-9cbf-594a163cb8d4	617f0e2e-c4bf-49e1-bf7c-619bae2cfb72	illinois.edu	Fall 2020	Lecture 13 — Evaluation of TR Systems | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:01:30.940281	2020-11-27 23:45:20.468162	380a7417-6702-4df8-9818-5aceba7cde2b	860ecb4f-cfee-4d78-b363-116f3ef682a4	illinois.edu	Fall 2020	Lecture 14 — Topic Mining and Analysis  Motivation and Task Definition | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:27:15.18727	2020-12-17 01:06:44.73717	9b2615a8-42c5-485d-a616-fb8dba74a888	bcee47d3-9c41-4ab6-bff9-bc65fc830c44	illinois.edu	Fall 2020	Lecture 14 — Evaluation of TR Systems  Basic Measures | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:11:16.765822	2020-11-27 23:59:19.165035	b75d0d2e-a1b7-4f6a-b699-f81ec4b720c7	fde6d4fd-d6e4-4b10-9bbf-8c88af3d81e7	illinois.edu	Fall 2020	Lecture 15 — Topic Mining and Analysis  Term as Topic | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:40:30.900847	2020-11-24 08:46:15.232067	0f263731-f4fe-490a-aec2-188e637bbd19	d40864ad-34b0-4605-ae2b-576970812c2b	illinois.edu	Fall 2020	Lecture 15 —Evaluation of TR Systems  Evaluating Ranked Lists -- Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:15:15.772359	2020-12-10 19:44:49.039944	6a9537c1-62fc-4f31-a8a7-bdfcad2f50eb	e212734f-6e3e-4124-ac91-f21ab1e126a1	illinois.edu	Fall 2020	Lecture 16 — Topic Mining and Analysis  Probabilistic Topic Models | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-03 00:13:48.524478	2020-12-03 12:19:58.500123	7be943e1-7bec-499e-9d91-b157f9ecb80d	bbe08ca9-e3e4-4de4-888f-b692e92b2bca	illinois.edu	Fall 2020	Lecture 16 — Evaluation of TR Systems  Evaluating Ranked Lists -- Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:04:24.725108	2020-12-10 20:46:16.602475	54ab232c-85cb-4829-abd0-6cbaed5f3fc8	ce34689a-3b10-4b2d-83e1-e79b589b9582	illinois.edu	Fall 2020	Lecture 17 — Probabilistic Topic Models  Overview of Statistical Language Models - Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:25:25.57887	2020-12-06 01:12:56.905508	b355e801-bbf0-41a7-bdcd-75906c167014	76c276f9-76e4-4073-ac8f-54a02775f0f5	illinois.edu	Fall 2020	Lecture 17  —  Evaluation of TR Systems  Multi Level Judgements | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:06:46.902979	2020-12-10 23:36:01.203343	48b37a2f-5ca3-4b7b-9bfc-d841da37c566	9b1fc643-c08f-43ea-a801-ed76727f4c45	illinois.edu	Fall 2020	Lecture 18 — Probabilistic Topic Models  Overview of Statistical Language Models - Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:27:08.612339	2021-06-13 22:12:03.813535	f47410d8-2bc1-44d5-a37d-cbf2d2c917f8	ef492c46-2fbc-42db-93cf-325ba6a2ed44	illinois.edu	Fall 2020	Lecture 18 —  Evaluation of TR Systems  Practical Issues | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:10:55.652744	2020-12-05 02:00:02.046714	e6c92e3a-0169-4af1-96d7-3fe4a5303e3a	c1d82277-97a2-4db4-bb6a-a33df2745bd5	illinois.edu	Fall 2020	Lecture 19 — Probabilistic Topic Models  Mining One Topic | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:39:51.053538	2021-06-13 22:21:16.157113	59806251-1c41-4c2c-9207-e95bc0618a0e	49c80e2c-42af-49d7-825d-ba5e6d2c77fe	illinois.edu	Fall 2020	Lecture 19  —  Probabilistic Retrieval Model  Basic Idea | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:14:02.027779	2020-12-12 06:53:23.010131	8eaf2971-31ff-40b7-9fc6-b91c7637f916	9e7e8290-40d0-41a5-a3a5-09c69371fbf4	illinois.edu	Fall 2020	Lecture 20 — Probabilistic Topic Models  Mixture of Unigram Language Models | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:28:21.1845	2021-06-13 22:37:10.892985	804602d0-76c0-41f5-853b-82556a4ef6c6	5c0e9a13-a5ae-4b6e-b30b-d925225341c9	illinois.edu	Fall 2020	Lecture 20 — Statistical Language Models | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:15:04.997082	2020-12-01 04:17:55.090491	27d06808-2624-4922-a079-04dccb301dde	78873d30-24f0-456d-af04-2935c3ecf451	illinois.edu	Fall 2020	Lecture 21 — Probabilistic Topic Models  Mixture Model Estimation - Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:24:21.623445	2020-11-24 07:46:27.982806	83fb05d8-e122-4a84-b857-df197e4c5662	14682708-2562-4773-a817-582c64dac9a0	illinois.edu	Fall 2020	Lecture 21 —  Query Likelihood Retrieval Function | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:00:33.202123	2020-12-08 04:21:21.552461	5350ccd0-beab-48fc-8484-d8e6a38c4cbf	bd76c12f-bd57-4677-8aa1-50b46227d456	illinois.edu	Fall 2020	Lecture 22 — Probabilistic Topic Models  Mixture Model Estimation - Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:23:55.731004	2020-11-24 08:08:21.54911	4f58ef76-9ef1-4e19-8556-b84295a2afb3	107c810e-42f6-4adb-96ed-faf085c6b81a	illinois.edu	Fall 2020	Lecture 22 —  Smoothing of Language Model -- Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:15:08.58075	2020-12-05 18:29:29.792817	93efd70b-16b1-45f1-9c81-c0f2aeb7c9ee	4b1fb2d3-4f9b-4850-a355-c2ea0ef0344a	illinois.edu	Fall 2020	Lecture 23 — Probabilistic Topic Models  Expectation Maximization Algorithm - Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:22:33.341132	2020-12-08 03:28:38.010073	01c0f454-a1bb-450d-babe-6201b372d9e9	0912fb34-b722-4550-bcbb-eac0c39fd52a	illinois.edu	Fall 2020	Lecture 23 —  Smoothing of Language Model -- Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:01:52.790307	2020-12-05 03:42:20.627858	4c3d9363-8e43-44fe-ab21-8740cfd1a8c5	cbf1da89-1466-4d25-b81c-6d345e9b88c7	illinois.edu	Fall 2020	Lecture 24 — Probabilistic Topic Models  Expectation Maximization Algorithm - Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:22:09.206686	2020-12-08 03:45:29.16638	09a64f72-3fa7-4dc9-8385-498e17d0bd8b	287cfe34-b9e3-4f88-a3da-00bb139853ff	illinois.edu	Fall 2020	Lecture 24 —  Smoothing Methods -- Part 1 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:10:04.613491	2020-11-02 23:10:04.613552	20703c3c-ced6-4410-ace1-139baa46505c	8cf648e7-0a90-4fb3-9577-13f18709c2dd	illinois.edu	Fall 2020	Lecture 25 — Probabilistic Topic Models  Expectation Maximization Algorithm - Part 3 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
2020-11-02 23:24:00.757343	2020-12-07 20:16:56.987695	a9456b11-885e-4481-b745-9706b5fd893e	f0f8559a-c97e-4430-9a2a-a1e5abca23c7	illinois.edu	Fall 2020	Lecture 25 —  Smoothing Methods -- Part 2 | UIUC	Computer Science	CS	410	Text Information Systems	ALL
